,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,function_check,boolean_check,if_else_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
116,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-28 20:00:34 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am starting to fall behind,Fun,return vs. print,I completely understand,I somewhat understand,I completely understand,It can be hard to follow along with solutions to breakout problems during lectures.,1010256820.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,fun,2.3,2.0
117,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241","320149, 320276, 320231","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241",2024-01-28 19:59:29 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I am starting to fall behind,Neutral,,I somewhat understand,I somewhat understand,I somewhat understand,,,,,,,False,False,LEC0103,False,neutral,0.0,3.0
118,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-01-28 19:52:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Great,,I completely understand,I completely understand,I completely understand,,1010180091.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,great,3.1,3.0
119,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-28 19:52:32 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,good,none,I completely understand,I completely understand,I completely understand,,1010425167.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,2.0
120,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-28 19:39:35 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,Yes,I am up-to-date,Happy,Order of Precedence,I completely understand,I somewhat understand,I somewhat understand,Point out some common misconceptions about a topic.,1008788830.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,happy,2.7,3.0
121,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-01-28 19:25:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Learning,else if statements,I completely understand,I completely understand,I somewhat understand,,1009985321.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,learning,0.0,3.0
122,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-01-28 19:24:43 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was studying for a term test for this course,"I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Coding along with the instructor on my device,I was working on assignments for this course","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,amazing,depressed,I do not understand,I completely understand,I do not understand,love it,1010277558.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,LEC0103,True,amazing,2.8,2.0
123,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241","320231, 320294, 320149","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241",2024-01-28 19:22:45 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,No,I have fallen behind,Scatter-brained,,I completely understand,I somewhat understand,I completely understand,"The lectures were good. However, I've fallen behind on textbook readings and I realize that a huge part of my grasping and retaining concepts was due to reading textbooks, while the lectures serve as a review and bolstering of what I learn in the textbook.",1009963050.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,scatter brained,0.0,3.0
124,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-01-28 19:21:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,Blah,elif statements,I completely understand,I completely understand,I somewhat understand,post problem solutions earlier,1009872522.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,blah,-0.4,3.0
125,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-28 19:13:26 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,Yes,I am up-to-date,Curious,turtle not working at times,I completely understand,I completely understand,I completely understand,,1010158080.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,curious,1.3,3.0
126,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320262, 320307, 320129","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-01-28 19:09:13 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,Fast-paced,,I somewhat understand,I somewhat understand,I somewhat understand,,1008854018.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,fast paced,0.0,2.0
127,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-01-28 18:57:40 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",2-4 hours,No,I am up-to-date,Scared,Jupyter Notebooks has been causing me problems especially in University College as the WIFI there serves as a challenge.,I somewhat understand,I do not understand,I completely understand,Lectures are not as engaging as they should be.,1009992661.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,scared,-1.9,3.0
128,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241","320129, 320315, 320253","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241",2024-01-28 18:53:51 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,Coding along with the instructor on my device,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",,"PRA0106\, Friday\, 3 - 5 pm",2-4 hours,No,I am up-to-date,Motivated ,Im happy to say that I fully understand all the topics ,I do not understand,I do not understand,I do not understand,"Please increase the speed of the lectures, I feel Professor Moosavi is going to slow ",1010400193.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,motivated ,0.0,3.0
129,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-28 18:48:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I am up-to-date,improving,"clean code (improving the code we're learning, what makes it #cleancode?)",I completely understand,I somewhat understand,I somewhat understand,"People are very chatty throughout the room and it can be distracting because it makes me wonder what the prof. is thinking and it's hard to listen with all the buzz around me. It also takes my attention away from what's being shown to us, just sometimes. Of course we're going to talk a bit but when the prof. is talking it's annoying for there to be so much chatter at the same time!",1010162315.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,improving,1.8,3.0
130,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-01-28 18:44:53 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",Other,"I was studying for a term test for another course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,okay,,I completely understand,I completely understand,I completely understand,,1010207107.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,okay,0.9,0.0
131,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-28 18:39:39 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments and/or projects for another course,Other,Coding along with the instructor on my device,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,fine,,I completely understand,I somewhat understand,I completely understand,,1010365622.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,fine,0.8,1.0
132,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241","320111, 320285, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241",2024-01-28 18:34:08 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Distracted with non-academic activities,I was working on assignments and/or projects for another course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I have fallen behind,Anxious,Na,I somewhat understand,I completely understand,I completely understand,Lectures are little fast and hard to keep up while during practicals I have extra time. I wish lectures were 2 hours and Practical 1 hour because most kids skip practicals anyways.,1010475807.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,anxious,-1.0,3.0
133,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-01-28 18:29:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",,"PRA0102\, Wednesday\, 1 - 3 pm",2-4 hours,Yes,I am up-to-date,Better,none,I completely understand,I completely understand,I completely understand,nothing so far,1010452706.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,better,1.9,3.0
134,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320328, 320111, 320231","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-28 18:21:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Confident,,I completely understand,I completely understand,I completely understand,,1009831194.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,confident,2.2,3.0
135,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241","320129, 320276, 320231","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241",2024-01-28 18:04:18 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",4-8 hours,Yes,I am up-to-date,Good,,I completely understand,I completely understand,I completely understand,,1009900412.0,LEC0101,TUT0101,PRA0103,Track-One,LEC0101,False,False,True,good,1.9,3.0
