,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,module_check,functions_check,returns_print_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
132,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-01-21 17:25:06 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,Ready,"I am still not entirely sure what a module means/represents.

Also, defining a function is quite confusing to me. There are little details that I cannot fully recall what they are used for. 

As well, I think that learning to debug compared to actually trying to do it by myself will be vastly different. I think it will take a lot of practice for me to feel confident in my coding skills.

 ",I somewhat understand,I somewhat understand,I do not understand,,1009798998.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,ready,1.5,3.0
133,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-01-21 17:18:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,It's been good so far but I am a bit scared that it might get too difficult in a short time.,"import, module",I somewhat understand,I completely understand,I completely understand,All the materials are very useful but sometimes I find that we can take more time when doing breakout problems.,1010440202.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,it s been good so far but i am a bit scared that it might get too difficult in a short time ,-1.5,3.0
134,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-01-21 17:11:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,interesting ,I think it would be helpful if you went over more of the math functions,I completely understand,I completely understand,I completely understand,The teaching staff is doing great and making the class enjoyable ,1009807416.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,interesting ,0.0,3.0
135,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241","320231, 320111, 320328","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241",2024-01-21 16:55:19 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Good! I feel that I understand functions and python arithmetic. ,"Potentially reviewing common mistakes when writing functions. Or common errors when using variables, especially when using variables in math. ",I completely understand,I completely understand,I completely understand,Thanks so much!,1009830462.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,good  i feel that i understand functions and python arithmetic  ,1.9,2.0
136,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241","320111, 320328, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241",2024-01-21 16:41:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Exciting,Docstring,I completely understand,I completely understand,I somewhat understand,"It was great overall, I learned a lot about coding through the lectures, but it would be better if the professor is willing to slow down a bit. ",1010155298.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,exciting,2.2,3.0
137,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-21 16:40:26 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am up-to-date,good,none,I somewhat understand,I somewhat understand,I somewhat understand,none,1010203236.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,good,1.9,3.0
138,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-01-21 16:39:35 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0103 - Beck Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am up-to-date,I learned more about how to write a function and how to debug basic code,Return code,I somewhat understand,I somewhat understand,I somewhat understand,lecture goes a little too fast,1010077006.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,i learned more about how to write a function and how to debug basic code,0.0,3.0
139,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-01-21 16:37:29 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0103 - Beck Lecture Recording,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am starting to fall behind,Fascinated ,Debugging ,I somewhat understand,I do not understand,I somewhat understand,,1009253941.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,fascinated ,0.0,3.0
140,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-21 16:32:47 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,,No,I am starting to fall behind,fine,variable,I somewhat understand,I somewhat understand,I completely understand,i think the part of finding error really needs focus.,1009887990.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,fine,0.8,3.0
141,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-01-21 16:22:31 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,,,I completely understand,I somewhat understand,I completely understand,,1009864210.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,nan,0.0,3.0
142,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241","320231, 320328, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241",2024-01-21 16:19:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Ahead,,I completely understand,I completely understand,I completely understand,,1009854356.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,ahead,0.0,3.0
143,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-21 16:08:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I have fallen behind,challanged,functions,I somewhat understand,I somewhat understand,I do not understand,challanged,1010589123.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,challanged,0.0,3.0
144,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241","320231, 320323, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241",2024-01-21 15:58:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 - Katia Tutorial Recording","PRA0103\, Monday\, 1 - 3 pm",2-4 hours,Yes,I am up-to-date,Comfortable,"max, min",I completely understand,I completely understand,I completely understand,"I really appreciate the examples in class as they help me see what is happening VIA jupiter. Only wish there was a little more time to tinker with these scripts mid lecture

 ",,,,,,LEC0101,False,False,False,comfortable,2.3,2.0
145,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-21 15:55:52 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,GOOD,User defined functions,I completely understand,I completely understand,I somewhat understand,,1009795688.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,good,1.9,3.0
146,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-01-21 15:50:31 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,interesting,introducing functions ,I somewhat understand,I completely understand,I somewhat understand,,1009872522.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,interesting,1.7,2.0
147,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320285, 320111, 320239","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-01-21 15:32:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,Prepared,3d coordinates,I completely understand,I completely understand,I completely understand,Course pace is appropriate,1009986749.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,prepared,0.9,3.0
148,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-21 15:31:42 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,Coding along with the instructor on my device,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Fine,,I completely understand,I completely understand,I completely understand,,1010365622.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,fine,0.8,3.0
149,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241","320231, 320328, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241",2024-01-21 15:20:52 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,excited,,I completely understand,I completely understand,I somewhat understand,,1009884895.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,excited,1.4,3.0
150,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-21 15:20:41 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,Excited.,,I completely understand,I somewhat understand,I somewhat understand,"I am enjoying the organized structure of the course and I look forward to learning more. Professor Moosavi is a wonderful professor and takes the time to ensure that his students are understanding the material as he conducts lectures, which is highly appreciated. ",1010415944.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,excited ,1.4,4.0
