,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,midterm_prepare,midterm_surprise,string_methods_check,string_indexing_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
86,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241","320111, 320276, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241",2024-02-12 00:28:33 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments and/or projects for another course","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Intrigued ,String concatenation ,I primarily practiced coding by doing the past midterms for the course. I also went over practice problems with my friends and consulting them about any questions I had.,No. Not really.,I somewhat understand,I somewhat understand,,1010007813.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,intrigued ,0.0,3.0
87,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-02-12 00:25:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,practice,string,"past term test

lecture notes

tutorial slides",part B was more challenging than I thought it would be.,I somewhat understand,I somewhat understand,I think it is good so far!,1008829797.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,practice,0.0,3.0
88,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-02-12 00:18:57 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am up-to-date,Good,-,Slide ,Fibonacci ,I completely understand,I completely understand,Good,1009560707.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,good,1.9,3.0
89,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320262, 320323, 320149","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-02-12 00:17:56 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Alright!,,"Attending Term test Review sessions, and practicing with other past midterms.",The last two programming questions :(,I somewhat understand,I somewhat understand,,1010086498.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,alright ,1.0,3.0
90,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241","320129, 320315, 320253","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241",2024-02-12 00:12:05 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",I was studying for a term test for this course,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",No,I am up-to-date,Confident ,Nope thankfully all concepts are clear ,I practised the previous term tests and wrote programs from the practise problems posted on Qurcues,"not really , the test went well for me personally ",I completely understand,I completely understand,Please increase the pace of the lectures ,1010400193.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,confident ,0.0,3.0
91,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-02-12 00:11:58 UTC,I did not attend any lectures this week,Other,Other,I was studying for a term test for this course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,,,"Past midterms and practice problems

 ",Difficulty comprehending the question.,I do not understand,I do not understand,,1009135188.0,LEC0103,TUT0108,PRA0108,Materials,False,False,False,False,nan,0.0,0.0
92,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-02-12 00:11:03 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for this course",,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,Sad,,Lecture notes review youtube videos ,The difficultness of the exam,I do not understand,I do not understand,,1010041205.0,LEC0101,TUT0104,PRA0104,Mineral,False,False,False,False,sad,-2.1,0.0
93,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-02-12 00:09:09 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,I was working on assignments for this course,"Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Confusing ,While loops ,"I did practice problems 

i need to write code more often ",No,I do not understand,I somewhat understand,,1010732780.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,confusing ,0.0,2.0
94,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-02-11 23:59:24 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",No,I am up-to-date,Fun,,"Did practice midterms, practice problems","Figuring out the Fibonacci sequence problem. I got stuck thinking the value of a placement variable only goes one cycle, but it turns out it goes until its given a true for a certain if statement, then works its way back up to the value you put in (I used a recursive way of trying to write the Fibonacci sequence)",I somewhat understand,I somewhat understand,,1010563043.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,fun,2.3,0.0
95,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320262, 320307, 320129","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-02-11 23:30:50 UTC,I did not attend any lectures this week,I was studying for a term test for this course,Other,Other,I did not attend any tutorials this week,LEC0102 - Moosavi Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am starting to fall behind,Stressful ,loops ,"Did weekly problems, and attended review sessions and office hours. Office hours were the most helpful ",The fibonacci sequence,I somewhat understand,I somewhat understand,Lecture videos are helpful ,1010161575.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,stressful ,0.0,0.0
96,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-02-11 23:18:23 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,good,while loop,lecture notes,problem 4. so hard,I somewhat understand,I somewhat understand,.,1009083509.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,good,1.9,3.0
97,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-02-11 23:02:12 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments and/or projects for another course",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,Worried,   ,I redid the weekly practice problems and reread the lecture slides and tutorial slides. I think practicing the past midterms were the most useful.,The last 2 questions about the Taylor series and the Fibonacci sequence surprised me. I never heard of those two things before and I was unfamiliar with how they work. I was surprised because I didn't find the past midterms as difficult as this one. ,I do not understand,I do not understand,I am worried about my grade. I do not feel like I have enough time to practice questions so that I am prepared enough and not cram studying for the midterm. ,1010209007.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,worried,-1.2,0.0
98,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241","320239, 320129, 320285","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241",2024-02-11 22:59:59 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",No,I am up-to-date,Okay ,While loops,"Trying past papers, doing weekly problems, and reviewing notes.",The difference in difficulty compared to the 2023 to the 2024 term test. ,I completely understand,I completely understand,.,1010295832.0,LEC0102,TUT0102,PRA0107,Mechanical,False,LEC0102,False,True,okay ,0.0,3.0
99,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0101-20241","320111, 320323, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0101-20241",2024-02-11 22:49:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,"keep coding

 ",While,Review lecture notes ,Can’t find the function,I somewhat understand,I somewhat understand,interesting ,1010004184.0,LEC0101,TUT0107,PRA0101,Chemical,LEC0101,False,False,True,"keep coding

 ",0.0,3.0
100,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-02-11 22:44:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,Other,Trying to solve the breakout problems,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,demotivated ,slicing,I found the textbook to be vey helpful,"Yes, the term test was not only about coding, but involved math thinking as well. This made me lose time as rather than thinking about how to format my code, I was focused on the math aspect of the question. ",I somewhat understand,I somewhat understand,the lectures are engaging,1010369272.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,demotivated ,0.0,3.0
101,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-02-11 22:32:11 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,good,no,"jutyper notebook

 ZY online textbook

tutorial material and practice

past exams",Fibonacci Sequence,I somewhat understand,I somewhat understand,no,1010390587.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,good,1.9,3.0
102,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320262, 320323, 320149","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-02-11 22:06:24 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for this course,I was studying for a term test for another course",,,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Discouraged ,,"Practice problems 

notebooks 

tutorial questions ",No but I don’t know how I could have better prepared ,I somewhat understand,I somewhat understand,,1009905211.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,discouraged ,0.0,0.0
103,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-02-11 22:04:30 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for this course",Other,Trying to solve the breakout problems,I did not attend any tutorials this week,LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,No,I am up-to-date,Confident,Altering original documents with coding,I used old recordings to recap the lectures and practiced beforehand with practice problems.,no.,I completely understand,I completely understand,i feel good!,1010054646.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,confident,2.2,0.0
104,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-02-11 22:04:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,delight,file object,Past exams and problems provided in lectures,The amount of math in the questions. ,I completely understand,I completely understand,I am enjoying this course. ,1010102577.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,delight,2.9,2.0
105,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-11 22:03:33 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",I was studying for a term test for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments and/or projects for another course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",No,I am up-to-date,Good,Definition of method,"I studied the lecture notes, then practiced coding using the past midterms and practice problems.",No,I somewhat understand,I completely understand,:),1010260600.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,good,1.9,3.0
