,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,video_materials,practice_problems,progress_check,comment_one_word,confused_topics,previous_exp,aps106_future_use,coding_future,python_setup,languages,variable_check,expression_check,operator_check,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
166,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-01-14 05:48:56 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,Excited,installing and setting up python and jupyter notebooks,I can write some code but just the basics,4,Not sure,Yes,"Python,Matlab,Java,HTML/CSS",I completely understand,I completely understand,I completely understand,1010102577.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited,1.4,3.0
167,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320285, 320239, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-14 05:35:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course",None,No,I am up-to-date,Solid,Installing pycharm ,I can write some code but just the basics,3,Yes,Yes,"Matlab,Java,HTML/CSS",I completely understand,I somewhat understand,I completely understand,1009983387.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,solid,0.6,3.0
168,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-01-14 05:30:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am starting to fall behind,The beginning the APS 106 was a good intro to the course and I believe my instructors are very clear and good at teaching.,Variables,I have never written a single line of computer code,3,Not sure,Yes,Other,I somewhat understand,I somewhat understand,I somewhat understand,1010488358.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,the beginning the aps 106 was a good intro to the course and i believe my instructors are very clear and good at teaching ,5.4,3.0
169,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0107-20241","320129, 320239, 320323","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0107-20241",2024-01-14 05:30:06 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Hopeful,Some of the practice problems confused me. I feel it would be beneficial to get the solutions earlier than 2 weeks later as there would be other material to focus on by then.,I have never written a single line of computer code,4,Yes,Yes,Other,I completely understand,I completely understand,I somewhat understand,1009100205.0,LEC0102,TUT0104,PRA0104,Civil,False,LEC0102,False,True,hopeful,2.3,3.0
170,APS106H1-S-LEC0101-20241,320111,APS106H1-S-LEC0101-20241,2024-01-14 05:18:43 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,its exciting,none,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,R",I completely understand,I completely understand,I completely understand,,,,,,LEC0101,False,False,False,its exciting,2.2,3.0
171,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-01-14 05:12:14 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am starting to fall behind,crowded,"jupyterhub, x+= stuff",I can write some code but just the basics,2,Not sure,Yes,Other,I somewhat understand,I somewhat understand,I somewhat understand,1010308686.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,crowded,0.0,3.0
172,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0106-20241","320328, 320149, 320253","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0106-20241",2024-01-14 04:53:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,"I prefer the teaching style in another section(s),Other","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","LEC0101 - Kinsella & Goodfellow Lecture Recording,LEC0103 - Beck Lecture Recording,TUT - Tutorial Recording",Yes,I am up-to-date,"Practicing 

 ",Anaconda on Macbook,I can write some code but just the basics,4,Yes,Yes,"Matlab,Javascript",I somewhat understand,I somewhat understand,I somewhat understand,1009851028.0,LEC0103,TUT0108,PRA0108,Materials,LEC0101,False,LEC0103,True,"practicing 

 ",0.0,4.0
173,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-01-14 04:53:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments and/or projects for another course",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Disinterested,,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1010277175.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,disinterested,0.0,3.0
174,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-01-14 04:36:47 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Excited ,None,I can write some code but just the basics,3,No,Yes,"Matlab,R",I completely understand,I completely understand,I completely understand,1008801343.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,excited ,0.0,3.0
175,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320276, 320111, 320239","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-01-14 04:25:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,I'm very interested and excited for this course,Variables confused me a little bit. I just need to practice more to get comfortable with them. I get confused by the different types of quotation marks. ,I can write some code but just the basics,2,No,Haven't tried,"Matlab,Javascript",I completely understand,I completely understand,I somewhat understand,1010324347.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,i m very interested and excited for this course,3.0999999999999996,1.0
176,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320224, 320323, 320149","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-01-14 04:23:35 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,excited,,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1010325916.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,excited,1.4,3.0
177,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-01-14 04:05:30 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Intrigued. ,Nothing.,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab,HTML/CSS",I completely understand,I somewhat understand,I completely understand,1010382293.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,intrigued  ,0.0,3.0
178,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320294, 320111, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-14 03:52:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",None,No,I am up-to-date,solid,,I can write some code but just the basics,2,Not sure,Yes,"Python,Java",I completely understand,I completely understand,I somewhat understand,1010356650.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,solid,0.6,3.0
179,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241","320129, 320262, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241",2024-01-14 03:45:48 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0102 - Moosavi Lecture Recording,No,I am up-to-date,Doable,operators ,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab,Java,HTML/CSS",I somewhat understand,I somewhat understand,I somewhat understand,1010161575.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,doable,0.0,1.0
180,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-01-14 03:39:31 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",Yes,I am up-to-date,Accomplished,Python commands. I learned java in highschool and found that I am using java commands instead of python commands which results in syntax errors.,I can write some code but just the basics,4,Not sure,Yes,"Matlab,Java",I completely understand,I completely understand,I completely understand,1010316686.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,accomplished,1.9,3.0
181,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-01-14 03:24:01 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Trying to solve the breakout problems,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,interesting,why different variables have same saving place if the numbers are the same,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,R,C/C++,Java",I somewhat understand,I completely understand,I completely understand,1009920640.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,interesting,1.7,3.0
182,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-14 03:05:57 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",I was working on assignments for this course,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",LEC0103 - Beck Lecture Recording,Yes,I am up-to-date,Excited,"jupyter notebooks, hot keys",I can write some code but just the basics,4,Yes,Yes,"Python,Matlab",I somewhat understand,I completely understand,I somewhat understand,1007695647.0,LEC0101,TUT0103,PRA0103,Civil,False,False,LEC0103,False,excited,1.4,2.0
183,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-14 02:46:43 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",None,No,I am up-to-date,I feel this course will be very useful to get the basics of coding and I look forward to learning more about Python.,jupyter notebooks,I can write some code but just the basics,3,Yes,Yes,"Python,Matlab,Java",I completely understand,I completely understand,I completely understand,1010426772.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,i feel this course will be very useful to get the basics of coding and i look forward to learning more about python ,1.9,3.0
184,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320294, 320111, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-14 02:40:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Excited,I am currently not having problems,I can write some code but just the basics,3,Not sure,Yes,Javascript,I completely understand,I completely understand,I completely understand,1009978437.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,excited,1.4,3.0
185,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-01-14 02:28:39 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0103 - Beck Lecture Recording,No,I am up-to-date,Ready,None,I have never written a single line of computer code,3,Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1009135188.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,ready,1.5,3.0
186,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-14 02:28:09 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Confused ,"Variables, Order of Procedures, how to organize your practice scripts and projects ",I can write some code but just the basics,5 (Always),Yes,Yes,Python,I somewhat understand,I completely understand,I completely understand,1010709360.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,confused ,0.0,2.0
187,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320299, 320239, 320111","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-14 02:24:11 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments and/or projects for another course",None,No,I am up-to-date,Fantastic,None,I consider myself an advanced coder,5 (Always),Yes,Yes,"Python,Matlab,C/C++,Java,Javascript,HTML/CSS,Other",I completely understand,I completely understand,I completely understand,1009090270.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,fantastic,2.6,3.0
