,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,feedback,pandas_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
120,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-04-07 19:43:57 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",4-8 hours,No,I am starting to fall behind,worried,,,,1010158080.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,worried,-1.2,3.0
121,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241","320323, 320262, 320111","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241",2024-04-07 19:43:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments for this course,Other,I was working on assignments for this course,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,I’m interested to know If PD is on the final?,pDs,,It’s useful I wish we did more and took more time.,1009807327.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,i’m interested to know if pd is on the final ,1.7,3.0
122,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241","320129, 320294, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241",2024-04-07 19:24:57 UTC,I did not attend any lectures this week,I was working on assignments and/or projects for another course,Other,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,behind,,,,,,,,,False,False,False,False,behind,0.0,0.0
123,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-04-07 19:21:11 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,I prefer the teaching style in another section(s),I was working on assignments and/or projects for another course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I have fallen behind,sad,panda,none,I dont understand,1010277558.0,LEC0101,TUT0103,PRA0103,Civil,False,False,False,False,sad,-2.1,0.0
124,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-07 19:05:17 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,Other,I was studying for a term test for another course,"Minori (TUT0102\, Tuesday\, 3 - 4 pm),Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am starting to fall behind,,,,,1009852571.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,nan,0.0,3.0
125,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-04-07 19:04:38 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,Other,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,nervous,-,-,-,1010066072.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,nervous,-1.1,1.0
126,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-07 19:02:03 UTC,I did not attend any lectures this week,I was working on assignments and/or projects for another course,Other,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Weird,Class based programming,"The course is good, I wish Labs were not due Friday.",It is a little confusing.,1009904230.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,weird,-0.7,0.0
127,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-04-07 19:01:47 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)","LEC0103 - Beck Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Tired,N/a,N/a,A little confusing,1009947872.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,tired,-1.9,3.0
128,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241","320262, 320323, 320111","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241",2024-04-07 18:56:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,Yes,I am starting to fall behind,Great.,,,Hard to grasp ,1009810769.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,great ,3.1,3.0
129,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-04-07 18:49:07 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,Coding along with the instructor on my device,"Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",4-8 hours,No,I have fallen behind,Loop,,,Pandas is good,1008870768.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,loop,0.0,3.0
130,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-04-07 18:43:08 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments and/or projects for another course",,,I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,LEC0103 - Beck Lecture Recording",I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,confident,,The course is paced well and made me a lot more interested in coding than before!,"It was a little confusing to get used to, but I think learning about it is really useful especially if someone is going into a field that does a lot of data crunching/analysis, so useful for me.",1009978721.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,confident,2.2,0.0
131,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-04-07 18:38:42 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Caught up,"lists, dictionaries",,I think Pandas is a very useful tool and has a lot of great applications. It was a good addition to the course. ,1009937909.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,LEC0103,False,caught up,0.0,3.0
132,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320328, 320111, 320231","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-04-07 18:38:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,Yes,I am up-to-date,Cool,pandas,,"I am still at the stage of comprehending and learning this new material. I feel like it is similar to the things we learned before, like slicing, indexing, however, the extraction part is a little bit confusing. ",1010155298.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,cool,1.3,3.0
133,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-07 18:31:07 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,good,,,,1009864210.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,3.0
134,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320239, 320111, 320285","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-04-07 18:28:19 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Trying to solve the breakout problems,I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Prepared,OOP is still a little confusing for me,"Having lecture recordings was really helpful while studying for Term Test 2. However, it would have been nice if the recordings themselves were organized a little better (i.e based on class, week, etc.)",,1010356133.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,prepared,0.9,3.0
135,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-04-07 18:26:42 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Ending,,,I like how they name package like Pandas and Turtle,1009943420.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,ending,0.0,3.0
136,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-04-07 18:23:35 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",4-8 hours,Yes,I am starting to fall behind,practice,"object oriented examples (OOP)

file methods",It's good so far!,Trying breakout problems in the lecture helped me to learn. It was good!,1008829797.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,practice,0.0,3.0
137,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-04-07 18:21:57 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,The Daily Pickle,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,normal,,"should add more advance methods on panda, ie. .groupby(), .unique()",really useful,1010080225.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,normal,0.0,3.0
138,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-04-07 18:21:01 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,The lecture room is not conducive to learning",,,I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Good,,,good,1009083509.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,good,1.9,0.0
139,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-07 18:17:09 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,Okay,N/a,N/a,N/a,1010259033.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,okay,0.9,0.0
140,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-04-07 18:15:38 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,"LEC0103 - Beck Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,4-8 hours,No,I am starting to fall behind,Confused :(,"pandas, csv files, iterating over files, specific file notation",,"I personally did not understand a lot regarding pandas and how to use them. I also am quite confused about csv files and how to use them in my code. This might just be a personal issue and a topic that I need to focus a bit more on, but I think that it would be helpful for me if we spent a little bit more time on this topic. ",1009798998.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,confused   ,-1.3,2.0
141,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-04-07 18:03:11 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was working on assignments for this course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Good,Pandas,,Weird,1010257437.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,good,1.9,2.0
